"STATE","DISTRICT","INCUMBENT INDICATOR","NAME","PARTY","PRIMARY RESULTS","RUNOFF RESULTS","GENERAL RESULTS","COMBINED PARTIES"
"NE","3.0","","Wilmot, Kathy","R","9018.0","","",""
"NE","3.0","","Write-In","R","26.0","","",""
"NE","3.0","","Scattered","W","","","123.0",""
"NH","1.0","","Clark, Martha Fuller","D","29164.0","","128387.0",""
"NH","1.0","","Bevill, ""Bob""","I","","","",""
"NH","1.0","","Belforti, Dan","LBT","","","5713.0",""
"NH","1.0","(I)","Sununu, John E.","R","45798.0","","150609.0",""
"NH","1.0","","Scattered","W","","","153.0",""
"NH","1.0","","Scattered","W(D)","182.0","","",""
"NH","1.0","","Sununu, John E.","W(D)","70.0","","",""
"NH","1.0","","Clark, Martha Fuller","W(R)","90.0","","",""
"NH","1.0","","Scattered","W(R)","189.0","","",""
"NH","2.0","","Kendel, Roy","CAM","","","2204.0",""
"NH","2.0","","Brannen, Barney","D","20496.0","","110367.0",""
"NH","2.0","","Jackman, Norman H. ""NH""","D","9291.0","","",""
"NH","2.0","","Kendel, Roy","I","","","",""
"NH","2.0","","Christeson, Brian","LBT","","","6188.0",""
"NH","2.0","(I)","Bass, Charles","R","44928.0","","152581.0",""
"NH","2.0","","Scattered","W","","","215.0",""
"NH","2.0","","Bass, Charles","W(D)","130.0","","",""
"NH","2.0","","Scattered","W(D)","118.0","","",""
"NH","2.0","","Brannen, Barney","W(R)","146.0","","",""
"NH","2.0","","Jackman, Norman H. ""NH""","W(R)","14.0","","",""
"NH","2.0","","Scattered","W(R)","292.0","","",""
"NJ","1.0","(I)","Andrews, Robert E.","D","38737.0","","167327.0",""
"NJ","1.0","","Parrish, Catherine L.","I (GRN)","","","3090.0",""
"NJ","1.0","","Forchion, Edward","I (LMP)","","","1959.0",""
"NJ","1.0","","Patalivo, Joseph A.","I (NJC)","","","781.0",""
"NJ","1.0","","Cathcart, Charlene","R","9877.0","","46455.0",""
"NJ","2.0","","Farkas, Steven A.","D","3168.0","","",""
"NJ","2.0","","Janosik, Edward G.","D","14148.0","","74632.0",""
"NJ","2.0","","Gabrielsky, Robert","I (GRN)","","","3252.0",""
"NJ","2.0","","Rozzo, Constantino","I (SOC)","","","788.0",""
"NJ","2.0","(I)","LoBiondo, Frank A.","R","28834.0","","155187.0",""
"NJ","3.0","","Levin, Susan Bass","D","24241.0","","112848.0",""
"NJ","3.0","","Kromash, Aaron M.","I (GRN)","","","2515.0",""
"NJ","3.0","","Wahner, Norman E.","I (NJC)","","","719.0",""
"NJ","3.0","","Feduniewicz, Ken","I (REF)","","","948.0",""
"NJ","3.0","(I)","Saxton, Jim","R","25280.0","","157053.0",""
"NJ","4.0","","Gusciora, Reed","D","18952.0","","87956.0",""
"NJ","4.0","","Chaifetz, Stuart","I (GRN)","","","3627.0",""
"NJ","4.0","","Teel, Paul D.","I (UC)","","","712.0",""
"NJ","4.0","(I)","Smith, Christopher H.","R","20062.0","","158515.0",""
"NJ","5.0","","Mercurio, Linda A.","D","14743.0","","81715.0",""
"NJ","5.0","","King, Michael ""MJ""","I (GRN)","","","5329.0",""
"NJ","5.0","","McCafferty, Robert J.","I (NJI)","","","4095.0",""
"NJ","5.0","","Hamilton, Helen","I (NL)","","","481.0",""
"NJ","5.0","","Goodman, Ira W.","I (REF)","","","1358.0",""
"NJ","5.0","","Garrett, E. Scott","R","21051.0","","",""
"NJ","5.0","(I)","Roukema, Marge","R","23043.0","","175546.0",""
"NJ","6.0","(I)","Pallone, Frank Jr.","D","24475.0","","141698.0",""
"NJ","6.0","","Gray, Earl","I (GRN)","","","4252.0",""
"NJ","6.0","","Kuzmak, Sylvia","I (NJC)","","","328.0",""
"NJ","6.0","","Zaletel, Karen","I (REF)","","","1120.0",""
"NJ","6.0","","Hutchins, Charles T.","R","2930.0","","",""
"NJ","6.0","","Kennedy, Brian T.","R","5683.0","","62454.0",""
"NJ","7.0","","Connelly, Maryanne","D","14931.0","","113479.0",""
"NJ","7.0","","Farley, Joel","D","585.0","","",""
"NJ","7.0","","Golkin, Jeffrey","D","2698.0","","",""
"NJ","7.0","","Lapolla, Mike","D","14637.0","","",""
"NJ","7.0","","Coleman, Jerry L.","I (GRN)","","","5444.0",""
"NJ","7.0","","Young, Darren","I (LBT)","","","973.0",""
"NJ","7.0","","Gianella, Shawn","I (NJC)","","","386.0",""
"NJ","7.0","","Johnson, Mary T.","I (NL)","","","283.0",""
"NJ","7.0","","Ferguson, Mike","R","10748.0","","128434.0",""
"NJ","7.0","","Kean, Tom Jr.","R","7358.0","","",""
"NJ","7.0","","Morrisey, Patrick","R","2284.0","","",""
"NJ","7.0","","Weingarten, Joel M.","R","6089.0","","",""
"NJ","8.0","(I)","Pascrell, Bill Jr.","D","23701.0","","134074.0",""
"NJ","8.0","","Fortunato, Joseph A.","I (GRN)","","","4469.0",""
"NJ","8.0","","Sargis, Viji","I (NJI)","","","983.0",""
"NJ","8.0","","Fusco, Anthony Jr.","R","8690.0","","60606.0",""
"NJ","8.0","","George, Bernard Anthony","R","2325.0","","",""
"NJ","9.0","(I)","Rothman, Steven R.","D","25686.0","","140462.0",""
"NJ","9.0","","Pell, Lewis","I (GRN)","","","2273.0",""
"NJ","9.0","","Perrone, Michael Jr.","I (IPR)","","","1072.0",""
"NJ","9.0","","Corriston, Robert","I (NJC)","","","980.0",""
"NJ","9.0","","Tedeschi, Joseph","R","7091.0","","61984.0",""
"NJ","10.0","(I)","Payne, Donald M.","D","45880.0","","133073.0",""
"NJ","10.0","","Williams, Maurice","I (SWP)","","","536.0",""
"NJ","10.0","","Weber, Dirk B.","R","1492.0","","18436.0",""
"NJ","11.0","","Scollo, John P.","D","15419.0","","80958.0",""
"NJ","11.0","","Pickarski, John","I (GRN)","","","5199.0",""
"NJ","11.0","","Spinosa, James E.","I (NJC)","","","1541.0",""
"NJ","11.0","(I)","Frelinghuysen, Rodney P.","R","35820.0","","186140.0",""
"NJ","12.0","(I)","Holt, Rush","D","27104.0","","146162.0",""
"NJ","12.0","","Mayer, Carl","I (GRN)","","","5811.0",""
"NJ","12.0","","Winslow, Worth","I (LBT)","","","1225.0",""
"NJ","12.0","","Desmond, John P.","I (NJC)","","","1233.0",""
"NJ","12.0","","Pappas, Mike","R","11692.0","","",""
"NJ","12.0","","Zimmer, Dick","R","19084.0","","145511.0",""
"NJ","13.0","(I)","Menendez, Robert","D","38651.0","","117856.0",""
"NJ","13.0","","Hester, Dick","I (CON)","","","562.0",""
"NJ","13.0","","Meliere, Claudette C.","I (GRN)","","","2741.0",""
"NJ","13.0","","Fonteboa, Alina Lydia","I (ICE)","","","233.0",""
"NJ","13.0","","Shaw, Herbert H.","I (PC)","","","357.0",""
"NJ","13.0","","Sachs, Kari","I (SWP)","","","168.0",""
"NJ","13.0","","de Leon, Theresa","R","2045.0","","27849.0",""
"NJ","13.0","","Munoz, Carlos E.","R","849.0","","",""
"NJ","13.0","","Turner, Harold ""Hal""","R","661.0","","",""
"NM","1.0","","Bregman, Sam","D","12824.0","","",""
"NM","1.0","","Kelly, John J.","D","16212.0","","92187.0",""
"NM","1.0","","Wertheim, John V.","D","9209.0","","",""
"NM","1.0","","Kerlinsky, Daniel","GRN","","","13656.0",""
"NM","1.0","(I)","Wilson, Heather A.","R","25063.0","","107296.0",""
"NM","1.0","","Kerlinsky, Daniel","W(G)","154.0","","",""
"NM","2.0","","Montoya, Michael A.","D","19388.0","","72614.0",""
"NM","2.0","","Runnels, Michael","D","18185.0","","",""
"NM","2.0","(I)","Skeen, Joe","R","23112.0","","100742.0",""
"NM","2.0","","Provencio, Carlos R.","W(G)","132.0","","",""
"NM","3.0","","Lobato, Francesca","D","10441.0","","",""
"NM","3.0","(I)","Udall, Tom","D","49585.0","","135040.0",""
"NM","3.0","","Lutz, Lisa L.","R","19030.0","","65979.0",""
"NV","1.0","","Swenson, W.G. ""Swannie""","CF","","","1546.0",""
"NV","1.0","(I)","Berkley, Shelley","D","Unopposed","","118469.0",""
"NV","1.0","","Hansen, Christopher H.","IAP","","","3933.0",""
"NV","1.0","","Schneider, Charles","LBT","","","4011.0",""
"NV","1.0","","Blockey, Jim","R","4698.0","","",""
"NV","1.0","","Porter, Jon","R","18683.0","","101276.0",""
"NV","1.0","","Price, Nancy","R","5313.0","","",""
"NV","2.0","","Brenneman, Ken","CF","","","2367.0",""
"NV","2.0","","Cahill, Tierney","D","Unopposed","","106379.0",""
"NV","2.0","","Laws, A. Charles","GRN","","","5547.0",""
"NV","2.0","","Hansen, Daniel","IAP","","","5582.0",""
"NV","2.0","","Savage, Terry ""Curt""","LBT","","","5343.0",""
"NV","2.0","","Winquist, Robert W.","NL","","","1143.0",""
"NV","2.0","(I)","Gibbons, Jim","R","68917.0","","229608.0",""
"NV","2.0","","None of These Candidates","R","18.0","","",""
"NV","2.0","","Tracy, Mitchell T.","R","7986.0","","",""
"NY","1.0","","Grucci, Felix J. Jr.","C","Unopposed","","7569.0",""
"NY","1.0","","Grucci, Felix J. Jr.","Combined","","","","100266.0"
"NY","1.0","(I)","Forbes, Michael P.","D","6042.0","","",""
"NY","1.0","","Seltzer, Regina","D","6077.0","","97299.0",""
"NY","1.0","","Holst, William G.","GRN","41.0","","2967.0",""
"NY","1.0","","Fisher, Jack R.","IDP","126.0","","",""
"NY","1.0","","Grucci, Felix J. Jr.","IDP","200.0","","5702.0",""
"NY","1.0","","Grucci, Felix J. Jr.","R","Unopposed","","111003.0",""
"NY","1.0","","Grucci, Felix J. Jr.","RTL","Unopposed","","8746.0",""
"NY","1.0","","Englebright, Steven","W(GRN)","2.0","","",""
"NY","1.0","","Forbes, Michael","W(GRN)","4.0","","",""
"NY","1.0","","Forbes, Michael P.","WF","Unopposed","","6318.0",""
"NY","2.0","","Johnson, Joan B.","C","672.0","","",""
"NY","2.0","","Thompson, Richard N.","C","732.0","","10824.0",""
"NY","2.0","","Bishop, David A.","Combined","","","","65880.0"
"NY","2.0","","Bishop, David A.","D","5449.0","","",""
"NY","2.0","","Grant, Ghenya B.","D","1785.0","","",""
"NY","2.0","","Isreal, Steve J.","D","6004.0","","90438.0",""
"NY","2.0","","Bishop, David A.","GRN","Unopposed","","1404.0",""
"NY","2.0","","Bishop, David A.","IDP","177.0","","7595.0",""
"NY","2.0","","Lite, Justin N.","IDP","120.0","","",""
"NY","2.0","","Johnson, Joan B.","R","6823.0","","65880.0",""
"NY","2.0","","Walsh, Robert T.","R","4255.0","","",""
"NY","2.0","","Walsh, Robert T.","RTL","Unopposed","","11224.0",""
"NY","2.0","","Scattered","W(C)","2.0","","",""
"NY","2.0","","Scattered","W(D)","1.0","","",""
"NY","2.0","","Bishop, David A.","WF","Unopposed","","1267.0",""
"NY","3.0","","King, Peter T.","C","Unopposed","","7158.0",""
"NY","3.0","(I)","King, Peter T.","Combined","","","","98685.0"
"NY","3.0","","LaMagna, Dal","Combined","","","","98685.0"
"NY","3.0","","LaMagna, Dal","D","Unopposed","","91948.0",""
"NY","3.0","","LaMagna, Dal","GRN","Unopposed","","2260.0",""
"NY","3.0","","King, Peter T.","IDP","Unopposed","","4477.0",""
"NY","3.0","","Olchin, Selma","L","Unopposed","","1515.0",""
"NY","3.0","","King, Peter T.","R","8651.0","","122820.0",""
"NY","3.0","","Previdi, Robert","R","2495.0","","",""
"NY","3.0","","King, Peter T.","RTL","Unopposed","","8671.0",""
"NY","3.0","","LaMagna, Dal","WF","Unopposed","","1579.0",""
"NY","4.0","","Becker, Gregory R.","C","Unopposed","","4996.0",""
"NY","4.0","","Becker, Gregory R.","Combined","","","","133879.0"
"NY","4.0","(I)","McCarthy, Carolyn","Combined","","","","135101.0"
"NY","4.0","","McCarthy, Carolyn","D","Unopposed","","128688.0",""
"NY","4.0","","McCarthy, Carolyn","IDP","Unopposed","","5191.0",""
"NY","4.0","","Vitanza, Barbara","L","Unopposed","","1222.0",""
"NY","4.0","","Becker, Gregory R.","R","Unopposed","","75650.0",""
"NY","4.0","","Becker, Gregory R.","RTL","Unopposed","","7184.0",""
"NY","4.0","","McCarthy, Carolyn","WF","Unopposed","","2824.0",""
"NY","5.0","","Elkowitz, Edward","C","Unopposed","","5038.0",""
"NY","5.0","(I)","Ackerman, Gary L.","Combined","","","","137684.0"
"NY","5.0","","Elkowitz, Edward","Combined","","","","132071.0"
"NY","5.0","","Ackerman, Gary L.","D","Unopposed","","127233.0",""
"NY","5.0","","Ackerman, Gary L.","IDP","Unopposed","","4838.0",""
"NY","5.0","","Ackerman, Gary L.","L","Unopposed","","2904.0",""
"NY","5.0","","Elkowitz, Edward","R","Unopposed","","56046.0",""
"NY","5.0","","Robinson, Anne T.","RTL","Unopposed","","3846.0",""
"NY","5.0","","Ackerman, Gary L.","WF","Unopposed","","2709.0",""
"NY","6.0","(I)","Meeks, Gregory W.","Combined","","","","120818.0"
"NY","6.0","","Meeks, Gregory W.","D","Unopposed","","117194.0",""
"NY","6.0","","Meeks, Gregory W.","WF","Unopposed","","3624.0",""
"NY","7.0","","Hurley, Robert E.","C","Unopposed","","3131.0",""
"NY","7.0","(I)","Crowley, Joseph","D","Unopposed","","78207.0",""
"NY","7.0","","Gilman, Paul","GRN","Unopposed","","1999.0",""
"NY","7.0","","Birtley, Rose Robles","R","Unopposed","","24592.0",""
"NY","7.0","","Christea, Garafalia","RTL","Unopposed","","1172.0",""
"NY","8.0","","LaBella, Anthony A.","C","Unopposed","","1849.0",""
"NY","8.0","(I)","Nadler, Jerrold L.","Combined","","","","145726.0"
"NY","8.0","","Nadler, Jerrold L.","D","Unopposed","","139936.0",""
"NY","8.0","","Wentzel, Dan","GRN","Unopposed","","4765.0",""
"NY","8.0","","Kresky, Harry","IDP","Unopposed","","1025.0",""
"NY","8.0","","Nadler, Jerrold L.","L","Unopposed","","3613.0",""
"NY","8.0","","Henry, Marian S.","R","Unopposed","","27057.0",""
"NY","8.0","","Nadler, Jerrold L.","WF","Unopposed","","6724.0",""
"NY","9.0","","Dear, Noach","C","Unopposed","","4783.0",""
"NY","9.0","","Dear, Noach","Combined","","","","0.0"
"NY","9.0","(I)","Weiner, Anthony D.","Combined","","","","96348.0"
"NY","9.0","","Dear, Noach","D","8847.0","","",""
"NY","9.0","","Weiner, Anthony D.","D","24895.0","","96348.0",""
"NY","9.0","","Weiner, Anthony D.","L","Unopposed","","2635.0",""
"NY","9.0","","Dear, Noach","R","Unopposed","","40866.0",""
"NY","10.0","","Johnson, Ernest","C","Unopposed","","802.0",""
"NY","10.0","(I)","Towns, Edolphus","Combined","","","","118812.0"
"NY","10.0","","Ford, Barry D.","D","19040.0","","",""
"NY","10.0","","Towns, Edolphus","D","25735.0","","118812.0",""
"NY","10.0","","Towns, Edolphus","L","Unopposed","","1888.0",""
"NY","10.0","","Brown, Ernestine M.","R","Unopposed","","6852.0",""
"NY","10.0","","Ford, Barry","WF","Unopposed","","5530.0",""
"NY","11.0","","Gore, Cartrell","C","Unopposed","","962.0",""
"NY","11.0","","Cleary, Susan","Combined","","","","0.0"
"NY","11.0","(I)","Owens, Major R.","Combined","","","","105321.0"
"NY","11.0","","Clarke, Una S.T.","D","21769.0","","",""
"NY","11.0","","Owens, Major R.","D","25962.0","","105321.0",""
"NY","11.0","","Clarke, Una S.T.","L","Unopposed","","7366.0",""
"NY","11.0","","Cleary, Susan","R","Unopposed","","7088.0",""
"NY","11.0","","Cleary, Susan","SC","","","1318.0",""
"NY","11.0","","Owens, Major R.","WF","Unopposed","","6729.0",""
"NY","12.0","","Estevez, Caesar","C","Unopposed","","850.0",""
"NY","12.0","(I)","Velazquez, Nydia M.","Combined","","","","81699.0"
"NY","12.0","","Rosario, Mildred","D","4713.0","","",""
"NY","12.0","","Velazquez, Nydia M.","D","15894.0","","81699.0",""
"NY","12.0","","Markgraf, Rosemary","R","Unopposed","","10052.0",""
"NY","12.0","","Rosario, Mildred","RTL","Unopposed","","865.0",""
"NY","12.0","","Pederson, Paul","SWP","","","1025.0",""
"NY","12.0","","Velazquez, Nydia M.","WF","Unopposed","","4589.0",""
"NY","13.0","","Fossella, Vito J.","C","Unopposed","","9295.0",""
"NY","13.0","(I)","Fossella, Vito J.","Combined","","","","55763.0"
"NY","13.0","","Johnstone, Katina M.","Combined","","","","55763.0"
"NY","13.0","","Lerman, Anita","Combined","","","","57114.0"
"NY","13.0","","Johnstone, Katina M.","D","Unopposed","","55763.0",""
"NY","13.0","","Lerman, Anita","GRN","Unopposed","","1351.0",""
"NY","13.0","","Lerman, Anita","IDP","Unopposed","","1302.0",""
"NY","13.0","","Fossella, Vito J.","R","Unopposed","","95696.0",""
"NY","13.0","","Fossella, Vito J.","RTL","Unopposed","","4815.0",""
"NY","13.0","","Johnstone, Katina M.","WF","Unopposed","","1840.0",""
"NY","14.0","(I)","Maloney, Carolyn B.","Combined","","","","148678.0"
"NY","14.0","","Maloney, Carolyn B.","D","Unopposed","","143809.0",""
"NY","14.0","","Stevens, Sandra","GRN","Unopposed","","4869.0",""
"NY","14.0","","Newman, Frederick D.","IDP","Unopposed","","1946.0",""
"NY","14.0","","Maloney, Carolyn B.","L","Unopposed","","4271.0",""
"NY","14.0","","Rhodes, C. Adrienne","R","Unopposed","","45453.0",""
"NY","15.0","","Valle, Frank Della","C","Unopposed","","492.0",""
"NY","15.0","(I)","Rangel, Charles B.","Combined","","","","124415.0"
"NY","15.0","","Suero, Jose Augustin","Combined","","","","124895.0"
"NY","15.0","","Rangel, Charles B.","D","33526.0","","124415.0",""
"NY","15.0","","Vargas, Ruben D.","D","7136.0","","",""
"NY","15.0","","Loren, Dean","GRN","Unopposed","","2134.0",""
"NY","15.0","","Fields, Jessie A.","IDP","Unopposed","","1051.0",""
"NY","15.0","","Rangel, Charles B.","L","Unopposed","","1833.0",""
"NY","15.0","","Jeffery, Scott A.","LBT","","","480.0",""
"NY","15.0","","Suero, Jose Augustin","R","Unopposed","","6906.0",""
"NY","15.0","","Suero, Jose Augustin","REF","","","440.0",""
"NY","15.0","","Rangel, Charles B.","WF","Unopposed","","3913.0",""
"NY","16.0","","Retcho, Richard","C","Unopposed","","571.0",""
"NY","16.0","(I)","Serrano, Jose E.","Combined","","","","103041.0"
"NY","16.0","","Serrano, Jose E.","D","Unopposed","","100891.0",""
"NY","16.0","","Serrano, Jose E.","L","Unopposed","","2150.0",""
"NY","16.0","","Justice, Aaron","R","Unopposed","","3934.0",""
"NY","17.0","","McManus, Patrick","C","Unopposed","","1688.0",""
"NY","17.0","(I)","Engel, Eliot L.","Combined","","","","112748.0"
"NY","17.0","","McManus, Patrick","Combined","","","","112748.0"
"NY","17.0","","Engel, Eliot L.","D","24159.0","","112748.0",""
"NY","17.0","","Seabrook, Larry B.","D","19629.0","","",""
"NY","17.0","","Zayas, Sonny A.","D","4115.0","","",""
"NY","17.0","","Engel, Eliot L.","L","Unopposed","","2345.0",""
"NY","17.0","","McManus, Patrick","R","Unopposed","","11513.0",""
"NY","17.0","","Scattered","W(D)","1.0","","",""
"NY","18.0","","Vonglis, John G.","C","Unopposed","","5099.0",""
"NY","18.0","","Vonglis, John G.","Combined","","","","179801.0"
"NY","18.0","(I)","Lowey, Nita M.","D","Unopposed","","126878.0",""
"NY","18.0","","Vonglis, John G.","R","Unopposed","","52923.0",""
"NY","19.0","","Kelly, Sue W.","C","Unopposed","","11569.0",""
"NY","19.0","","Graham, Larry Otis","Combined","","","","82082.0"
"NY","19.0","(I)","Kelly, Sue W.","Combined","","","","82082.0"
"NY","19.0","","Graham, Larry Otis","D","Unopposed","","82082.0",""
"NY","19.0","","Dubovy, Joseph L.","GRN","15.0","","",""
"NY","19.0","","Jacobs, Mark R.","GRN","25.0","","3662.0",""
"NY","19.0","","Graham, Larry Otis","L","Unopposed","","2016.0",""
"NY","19.0","","Kelly, Sue W.","R","Unopposed","","133963.0",""
"NY","19.0","","Lloyd, Frank X.","RTL","Unopposed","","4086.0",""
"NY","19.0","","Graham, Larry Otis","WF","Unopposed","","1773.0",""
"NY","20.0","","Feiner, Paul J.","Combined","","","","228592.0"
"NY","20.0","","Feiner, Paul J.","D","Unopposed","","87602.0",""
"NY","20.0","","Feiner, Paul J.","GRN","Unopposed","","2910.0",""
"NY","20.0","","Feiner, Paul J.","L","Unopposed","","2064.0",""
"NY","20.0","(I)","Gilman, Benjamin A.","R","Unopposed","","136016.0",""
"NY","20.0","","Tighe, Christine M.","RTL","Unopposed","","5371.0",""
"NY","20.0","","Feiner, Paul J.","WF","Unopposed","","2070.0",""
"NY","21.0","","McNulty, Michael R.","C","Unopposed","","8435.0",""
"NY","21.0","(I)","McNulty, Michael R.","Combined","","","","1276515.0"
"NY","21.0","","McNulty, Michael R.","D","Unopposed","","157773.0",""
"NY","21.0","","McNulty, Michael R.","IDP","Unopposed","","9131.0",""
"NY","21.0","","Pillsworth, Thomas G.","R","Unopposed","","60333.0",""
"NY","22.0","","Sweeney, John E.","C","Unopposed","","13371.0",""
"NY","22.0","","McCallion, Kenneth F.","Combined","","","","77445.0"
"NY","22.0","(I)","Sweeney, John E.","Combined","","","","77445.0"
"NY","22.0","","McCallion, Kenneth F.","D","Unopposed","","72640.0",""
"NY","22.0","","McCallion, Kenneth F.","GRN","Unopposed","","4805.0",""
"NY","22.0","","Sweeney, John E.","R","Unopposed","","153997.0",""
"NY","22.0","","McCallion, Kenneth F.","WF","Unopposed","","1666.0",""
"NY","23.0","","Vickers, David B.","C","Unopposed","","35245.0",""
"NY","23.0","(I)","Boehlert, Sherwood L.","Combined","","","","38049.0"
"NY","23.0","","Vickers, David B.","Combined","","","","51547.0"
"NY","23.0","","Englebrecht, Richard W.","D","Unopposed","","38049.0",""
"NY","23.0","","Boehlert, Sherwood L.","IDP","Unopposed","","13498.0",""
"NY","23.0","","Boehlert, Sherwood L.","R","15269.0","","110634.0",""
"NY","23.0","","Vickers, David B.","R","11382.0","","",""
"NY","23.0","","Vickers, David B.","RTL","Unopposed","","7609.0",""
"NY","23.0","","Scattered","W(R)","3.0","","",""
"NY","24.0","","McHugh, John M.","C","Unopposed","","9809.0",""
"NY","24.0","(I)","McHugh, John M.","Combined","","","","0.0"
"NY","24.0","","Smith, Willard E.","Combined","","","","0.0"
"NY","24.0","","Tallon, Neil P.","Combined","","","","106252.0"
"NY","24.0","","Tallon, Neil P.","D","Unopposed","","41719.0",""
"NY","24.0","","Smith, Willard E.","IDP","Unopposed","","3236.0",""
"NY","24.0","","McHugh, John M.","R","Unopposed","","128513.0",""
"NY","24.0","","Connett, Ellen M.","W(GRN)","2.0","","",""
"NY","24.0","","Hammill, Terrence M.","W(GRN)","1.0","","",""
"NY","24.0","","Hassig, Donald","W(GRN)","1.0","","",""
"NY","24.0","","Kuntz, William","W(GRN)","5.0","","",""
"NY","24.0","","Smith, Willard E.","W(GRN)/GRN","9.0","","1931.0",""
"NY","24.0","","Tallon, Neil P.","W(WF)/WF","3.0","","979.0",""
"NY","25.0","","Walsh, James T.","C","Unopposed","","9248.0",""
"NY","25.0","(I)","Walsh, James T.","Combined","","","","78875.0"
"NY","25.0","","Gavin, Francis J.","D","Unopposed","","64533.0",""
"NY","25.0","","Hawkins, Howie","GRN","Unopposed","","3830.0",""
"NY","25.0","","Walsh, James T.","IDP","Unopposed","","10512.0",""
"NY","25.0","","Walsh, James T.","R","Unopposed","","132120.0",""
"NY","26.0","","Moppert, Bob","C","Unopposed","","5753.0",""
"NY","26.0","(I)","Hinchey, Maurice D.","Combined","","","","135128.0"
"NY","26.0","","Moppert, Bob","Combined","","","","131740.0"
"NY","26.0","","Hinchey, Maurice D.","D","Unopposed","","124862.0",""
"NY","26.0","","Hinchey, Maurice D.","IDP","Unopposed","","6878.0",""
"NY","26.0","","Hinchey, Maurice D.","L","Unopposed","","3388.0",""
"NY","26.0","","Moppert, Bob","R","Unopposed","","78103.0",""
"NY","26.0","","Laux, Paul J.","RTL","Unopposed","","2328.0",""
"NY","26.0","","Hinchey, Maurice D.","WF","Unopposed","","5267.0",""
"NY","27.0","","Reynolds, Thomas M.","C","Unopposed","","13683.0",""
"NY","27.0","(I)","Reynolds, Thomas M.","Combined","","","","213881.0"
"NY","27.0","","Pecoraro, Thomas W.","D","Unopposed","","69870.0",""
"NY","27.0","","Reynolds, Thomas M.","R","Unopposed","","144011.0",""
"NY","28.0","","Johns, Mark C.","C","Unopposed","","8097.0",""
"NY","28.0","","Johns, Mark C.","Combined","","","","153980.0"
"NY","28.0","(I)","Slaughter, Louise M.","D","Unopposed","","151688.0",""
"NY","28.0","","Hawkins, Eve","GRN","38.0","","2292.0",""
"NY","28.0","","Johns, Mark C.","GRN","17.0","","",""
"NY","28.0","","Healey, Stephen C.","LBT","","","1528.0",""
"NY","28.0","","Johns, Mark C.","R","Unopposed","","67251.0",""
"NY","29.0","","Sommer, Brett M.","C","Unopposed","","7144.0",""
"NY","29.0","(I)","LaFalce, John J.","Combined","","","","123584.0"
"NY","29.0","","Sommer, Brett M.","Combined","","","","128328.0"
"NY","29.0","","LaFalce, John J.","D","Unopposed","","115685.0",""
"NY","29.0","","LaFalce, John J.","IDP","Unopposed","","7899.0",""
"NY","29.0","","LaFalce, John J.","L","Unopposed","","4744.0",""
"NY","29.0","","Sommer, Brett M.","R","Unopposed","","68958.0",""
"NY","29.0","","Sommer, Brett M.","RTL","Unopposed","","5057.0",""
"NY","30.0","","Quinn, Jack","C","Unopposed","","10604.0",""
"NY","30.0","","Fee, John","Combined","","","","87242.0"
"NY","30.0","(I)","Quinn, Jack","Combined","","","","78497.0"
"NY","30.0","","Fee, John","D","Unopposed","","62378.0",""
"NY","30.0","","Quinn, Jack","IDP","335.0","","14210.0",""
"NY","30.0","","Fee, John","L","Unopposed","","1909.0",""
"NY","30.0","","Quinn, Jack","R","Unopposed","","113638.0",""
"NY","30.0","","Fee, John","W(GRN)/GRN","3.0","","1679.0",""
"NY","30.0","","Fee, John","W(IDP)","16.0","","",""
"NY","30.0","","Fee, John","WF","Unopposed","","1853.0",""
"NY","31.0","","Houghton, Amo","C","Unopposed","","10654.0",""
"NY","31.0","(I)","Houghton, Amo","Combined","","","","188777.0"
"NY","31.0","","Peters, Kisun J.","D","Unopposed","","45193.0",""
"NY","31.0","","Houghton, Amo","R","Unopposed","","143584.0",""
"OH","1.0","","Cranley, John","D","24181.0","","98328.0",""
"OH","1.0","","Groshoff, David A.","LBT","129.0","","3399.0",""
"OH","1.0","","Stevenson, Richard L.","NL","47.0","","1933.0",""
"OH","1.0","(I)","Chabot, Steve","R","47509.0","","116768.0",""
"OH","2.0","","Sanders, Charles W.","D","20986.0","","64091.0",""
"OH","2.0","","Bidwell, Robert E.","LBT","128.0","","9266.0",""
"OH","2.0","(I)","Portman, Rob","R","92084.0","","204184.0",""
"OH","3.0","(I)","Hall, Tony P.","D","43675.0","","177731.0",""
"OH","3.0","","Burch, Regina","NL","10.0","","36516.0",""
"OH","3.0","","Williamitis, Ronald V.","W(LBT)","19.0","","",""
"OH","3.0","","Williamitis, Ronald V.","W(R)","34.0","","",""
"OH","4.0","","Dickman, Daniel L.","D","27054.0","","67330.0",""
"OH","4.0","","Mullinger, Ralph","LBT","45.0","","8278.0",""
"OH","4.0","(I)","Oxley, Michael G.","R","79022.0","","156510.0",""
"OH","5.0","","Edmon, Dannie","D","30865.0","","62138.0",""
"OH","5.0","","Green, John F.","LBT","54.0","","5464.0",""
"OH","5.0","","Schaffer, David J.","NL","19.0","","5881.0",""
"OH","5.0","(I)","Gillmor, Paul E.","R","75057.0","","169857.0",""
"OH","6.0","(I)","Strickland, Ted","D","42289.0","","138849.0",""
"OH","6.0","","MacCutcheon, Kenneth R.","LBT","41.0","","4759.0",""
"OH","6.0","","Azinger, Mike","R","36234.0","","96966.0",""
"OH","6.0","","Stewart, Jimmy","R","34515.0","","",""
