"1.0","STATE ABBREVIATION","STATE","DISTRICT","FEC ID#","(I)","CANDIDATE NAME (First)","CANDIDATE NAME (Last)","CANDIDATE NAME","TOTAL VOTES","PARTY","PRIMARY VOTES","PRIMARY %","RUNOFF VOTES","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF ELECTION VOTES (LA)","GE RUNOFF ELECTION % (LA)","COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)","GE WINNER INDICATOR","FOOTNOTES"
"912.0","IL","Illinois","04","n/a","","","","","District Votes:","","35728.0","","","","101944.0","","","","","","",""
"913.0","IL","Illinois","","n/a","","","","","","","","","","","","","","","","","",""
"914.0","IL","Illinois","05","H0IL05096","(I)","Mike","Quigley","Quigley, Mike","","D","26364.0","1.0","","","116364.0","0.632347746700069","","","","","W",""
"915.0","IL","Illinois","05","n/a","","","","","Party Votes:","D","26364.0","","","","","","","","","","",""
"916.0","IL","Illinois","05","H6IL05150","","Vince","Kolber","Kolber, Vince","","R","","","","","56350.0","0.3062183796238432","","","","","",""
"917.0","IL","Illinois","05","H4IL05155 ","","Fredrick K.","White","White, Fredrick K.","","W(R)","21.0","1.0","","","","","","","","","",""
"918.0","IL","Illinois","05","n/a","","","","","Party Votes:","R","21.0","","","","","","","","","","",""
"919.0","IL","Illinois","05","H2IL05183","","Nancy ","Wade","Wade, Nancy ","","GRE","153.0","1.0","","","11305.0","0.0614338736760878","","","","","",""
"920.0","IL","Illinois","05","n/a","","","","","Party Votes:","GRE","153.0","","","","","","","","","","",""
"921.0","IL","Illinois","05","n/a","","","","","District Votes:","","26538.0","","","","184019.0","","","","","","",""
"922.0","IL","Illinois","06","H6IL06117 ","(I)","Peter J. ","Roskam","Roskam, Peter J. ","","R","65332.0","1.0","","","160287.0","0.6713535383996784","","","","","W",""
"923.0","IL","Illinois","06","n/a","","","","","Party Votes:","R","65332.0","","","","","","","","","","",""
"924.0","IL","Illinois","06","H4IL06104 ","","Michael","Mason","Mason, Michael","","D","8615.0","1.0","","","78465.0","0.3286464616003217","","","","","",""
"925.0","IL","Illinois","06","n/a","","","","","Party Votes:","D","8615.0","","","","","","","","","","",""
"926.0","IL","Illinois","06","n/a","","","","","District Votes:","","73947.0","","","","238752.0","","","","","","",""
"927.0","IL","Illinois","07","H4IL07037","(I)","Danny K.","Davis","Davis, Danny K.","","D","43061.0","1.0","","","155110.0","0.8509529400147028","","","","","W",""
"928.0","IL","Illinois","07","n/a","","","","","Party Votes:","D","43061.0","","","","","","","","","","",""
"929.0","IL","Illinois","07","H4IL07151","","Robert L. ","Bumpers","Bumpers, Robert L. ","","R","7289.0","1.0","","","27168.0","0.1490470599852972","","","","","",""
"930.0","IL","Illinois","07","n/a","","","","","Party Votes:","R","7289.0","","","","","","","","","","",""
"931.0","IL","Illinois","07","n/a","","","","","District Votes:","","50350.0","","","","182278.0","","","","","","",""
"932.0","IL","Illinois","08","H6IL06141 ","(I)","Tammy","Duckworth","Duckworth, Tammy","","D","10661.0","1.0","","","84178.0","0.5572635314055714","","","","","W",""
"933.0","IL","Illinois","08","n/a","","","","","Party Votes:","D","10661.0","","","","","","","","","","",""
"934.0","IL","Illinois","08","H4IL08126","","Larry","Kaifesh","Kaifesh, Larry","","R","24657.0","0.7150272590186754","","","66878.0","0.44273646859442856","","","","","",""
"935.0","IL","Illinois","08","H4IL08118 ","","Manju","Goel","Goel, Manju","","R","9827.0","0.2849727409813247","","","","","","","","","",""
"936.0","IL","Illinois","08","n/a","","","","","Party Votes:","R","34484.0","","","","","","","","","","",""
"937.0","IL","Illinois","08","n/a","","","","","District Votes:","","45145.0","","","","151056.0","","","","","","",""
"938.0","IL","Illinois","09","H8IL09067","(I)","Janice D.","Schakowsky","Schakowsky, Janice D.","","D","31576.0","1.0","","","141000.0","0.6605762473647224","","","","","W",""
"939.0","IL","Illinois","09","n/a","","","","","Party Votes:","D","31576.0","","","","","","","","","","",""
"940.0","IL","Illinois","09","H0IL09080","","Susanne","Atanus","Atanus, Susanne","","R","15575.0","0.5240049793089526","","","72384.0","0.3391145467322558","","","","","",""
"941.0","IL","Illinois","09","H4IL09074 ","","David Earl, III","Williams","Williams, David Earl, III","","R","14148.0","0.4759950206910473","","","","","","","","","",""
"942.0","IL","Illinois","09","n/a","","","","","Party Votes:","R","29723.0","","","","","","","","","","",""
"943.0","IL","Illinois","09","H6IL10127","","Phil","Collins","Collins, Phil","","W","","","","","66.0","0.00030920590302178496","","","","","",""
"944.0","IL","Illinois","09","n/a","","","","","District Votes:","","61299.0","","","","213450.0","","","","","","",""
"945.0","IL","Illinois","10","H0IL10302 ","","Robert","Dold","Dold, Robert","","R","32124.0","1.0","","","95992.0","0.5129750758838869","","","","","W",""
"946.0","IL","Illinois","10","n/a","","","","","Party Votes:","R","32124.0","","","","","","","","","","",""
"947.0","IL","Illinois","10","H2IL10068 ","(I)","Brad","Schneider","Schneider, Brad","","D","11945.0","1.0","","","91136.0","0.48702492411611303","","","","","",""
"948.0","IL","Illinois","10","n/a","","","","","Party Votes:","D","11945.0","","","","","","","","","","",""
"949.0","IL","Illinois","10","n/a","","","","","District Votes:","","44069.0","","","","187128.0","","","","","","",""
"950.0","IL","Illinois","","n/a","","","","","","","","","","","","","","","","","",""
"951.0","IL","Illinois","11","H8IL14067 ","(I)","Bill ","Foster","Foster, Bill ","","D","12461.0","1.0","","","93436.0","0.5346165289634496","","","","","W",""
"952.0","IL","Illinois","11","n/a","","","","","Party Votes:","D","12461.0","","","","","","","","","","",""
"953.0","IL","Illinois","11","H4IL11195 ","","Darlene","Senger","Senger, Darlene","","R","13290.0","0.3688899991672912","","","81335.0","0.46537774929622594","","","","","",""
"954.0","IL","Illinois","11","H4IL11203 ","","Chris ","Balkema","Balkema, Chris ","","R","12024.0","0.33374968773419933","","","","","","","","","",""
"955.0","IL","Illinois","11","H4IL11237 ","","Bert","Miller","Miller, Bert","","R","9460.0","0.26258084214616817","","","","","","","","","",""
"956.0","IL","Illinois","11","H4IL11211 ","","Ian","Bayne","Bayne, Ian","","R","1253.0","0.0347794709523413","","","","","","","","","",""
"957.0","IL","Illinois","11","n/a","","","","","Party Votes:","R","36027.0","","","","","","","","","","",""
"958.0","IL","Illinois","11","H6IL18146","","Constant ""Connor""","Vlakancic","Vlakancic, Constant ""Connor""","","W","","","","","1.0","","","","","","",""
"959.0","IL","Illinois","11","n/a","","","","","District Votes:","","48488.0","","","","174772.0","","","","","","",""
"960.0","IL","Illinois","","n/a","","","","","","","","","","","","","","","","","",""
"961.0","IL","Illinois","12","H4IL12060","","Mike","Bost","Bost, Mike","","R","33066.0","1.0","","","110038.0","0.5246450333272941","","","","","W",""
"962.0","IL","Illinois","12","n/a","","","","","Party Votes:","R","33066.0","","","","","","","","","","",""
"963.0","IL","Illinois","12","H2IL12122 ","(I)","William L. ""Bill"" ","Enyart","Enyart, William L. ""Bill"" ","","D","31015.0","1.0","","","87860.0","0.4189035844720556","","","","","",""
"964.0","IL","Illinois","12","n/a","","","","","Party Votes:","D","31015.0","","","","","","","","","","",""
"965.0","IL","Illinois","12","H2IL12130","","Paula","Bradshaw","Bradshaw, Paula","","GRE","120.0","1.0","","","11840.0","0.05645138220065034","","","","","",""
"966.0","IL","Illinois","12","n/a","","","","","Party Votes:","GRE","120.0","","","","","","","","","","",""
"967.0","IL","Illinois","12","n/a","","","","","District Votes:","","64201.0","","","","209738.0","","","","","","",""
"968.0","IL","Illinois","13","H2IL13120 ","(I)","Rodney","Davis","Davis, Rodney","","R","27816.0","0.5463330321718977","","","123337.0","0.5865593136508903","","","","","W",""
"969.0","IL","Illinois","13","H4IL13191 ","","Erika ","Harold","Harold, Erika ","","R","20951.0","0.4114978198530856","","","","","","","","","",""
"970.0","IL","Illinois","13","H0IL19048","","Michael ","Firsching","Firsching, Michael ","","R","2147.0","0.042169147975016696","","","","","","","","","",""
"971.0","IL","Illinois","13","n/a","","","","","Party Votes:","R","50914.0","","","","","","","","","","",""
"972.0","IL","Illinois","13","H4IL13175","","Ann E.","Callis","Callis, Ann E.","","D","17322.0","0.5465215333648841","","","86935.0","0.41344068634910974","","","","","",""
"973.0","IL","Illinois","13","H4IL13209 ","","George","Gollin","Gollin, George","","D","9935.0","0.31345638113267077","","","","","","","","","",""
"974.0","IL","Illinois","13","H4IL13217 ","","David L.","Green","Green, David L.","","D","4438.0","0.1400220855024452","","","","","","","","","",""
"975.0","IL","Illinois","13","n/a","","","","","Party Votes:","D","31695.0","","","","","","","","","","",""
"976.0","IL","Illinois","13","n/a","","","","","District Votes:","","82609.0","","","","210272.0","","","","","","",""
"977.0","IL","Illinois","14","H0IL14080 ","(I)","Randall M. ""Randy"" ","Hultgren","Hultgren, Randall M. ""Randy"" ","","R","57665.0","1.0","","","145369.0","0.6541376051838186","","","","","W",""
"978.0","IL","Illinois","14","n/a","","","","","Party Votes:","R","57665.0","","","","","","","","","","",""
"979.0","IL","Illinois","14","H2IL14078","","Dennis","Anderson","Anderson, Dennis","","D","5184.0","0.6582857142857143","","","76861.0","0.3458623948161814","","","","","",""
"980.0","IL","Illinois","14","H4IL14124","","John J.","Hosta","Hosta, John J.","","D","2691.0","0.3417142857142857","","","","","","","","","",""
"981.0","IL","Illinois","14","n/a","","","","","Party Votes:","D","7875.0","","","","","","","","","","",""
"982.0","IL","Illinois","14","n/a","","","","","District Votes:","","65540.0","","","","222230.0","","","","","","",""
"983.0","IL","Illinois","15","H2IL20042 ","(I)","John M.","Shimkus","Shimkus, John M.","","R","66453.0","1.0","","","166274.0","0.7492317258906122","","","","","W",""
"984.0","IL","Illinois","15","n/a","","","","","Party Votes:","R","66453.0","","","","","","","","","","",""
"985.0","IL","Illinois","15","H4IL15071 ","","Eric","Thorsland","Thorsland, Eric","","D","17108.0","1.0","","","55652.0","0.2507682741093878","","","","","",""
"986.0","IL","Illinois","15","n/a","","","","","Party Votes:","D","17108.0","","","","","","","","","","",""
"987.0","IL","Illinois","15","n/a","","","","","District Votes:","","83561.0","","","","221926.0","","","","","","",""
"988.0","IL","Illinois","16","H0IL11052 ","(I)","Adam ","Kinzinger","Kinzinger, Adam ","","R","56593.0","0.7843688930160359","","","153388.0","0.7062127643900957","","","","","W",""
"989.0","IL","Illinois","16","H4IL16020 ","","David J., Jr.","Hale","Hale, David J., Jr.","","R","15558.0","0.21563110698396418","","","","","","","","","",""
"990.0","IL","Illinois","16","n/a","","","","","Party Votes:","R","72151.0","","","","","","","","","","",""
"991.0","IL","Illinois","16","H4IL00032 ","","Randall Wayne ","Olsen","Olsen, Randall Wayne ","","D","12077.0","1.0","","","63810.0","0.29378723560990433","","","","","",""
"992.0","IL","Illinois","16","n/a","","","","","Party Votes:","D","12077.0","","","","","","","","","","",""
"993.0","IL","Illinois","16","n/a","","","","","District Votes:","","84228.0","","","","217198.0","","","","","","",""
"994.0","IL","Illinois","17","H2IL17071","(I)","Cheri ","Bustos","Bustos, Cheri ","","D","21923.0","1.0","","","110560.0","0.5545718570833814","","","","","W",""
"995.0","IL","Illinois","17","n/a","","","","","Party Votes:","D","21923.0","","","","","","","","","","",""
"996.0","IL","Illinois","17","H0IL17059 ","","Bobby","Schilling","Schilling, Bobby","","R","41063.0","1.0","","","88785.0","0.44534788649735907","","","","","",""
"997.0","IL","Illinois","17","n/a","","","","","Party Votes:","R","41063.0","","","","","","","","","","",""
"998.0","IL","Illinois","17","H4IL17077","","Bill","Fawell","Fawell, Bill","","W","","","","","16.0","8.025641925953421e-05","","","","","",""
"999.0","IL","Illinois","17","n/a","","","","","District Votes:","","62986.0","","","","199361.0","","","","","","",""
"1000.0","IL","Illinois","","n/a","","","","","","","","","","","","","","","","","",""
"1001.0","IL","Illinois","18","H8IL18043 ","(I)","Aaron ","Schock","Schock, Aaron ","","R","82412.0","1.0","","","184363.0","0.7471954283861555","","","","","W",""
"1002.0","IL","Illinois","18","n/a","","","","","Party Votes:","R","82412.0","","","","","","","","","","",""
"1003.0","IL","Illinois","18","H4IL18117","","Darrel","Miller","Miller, Darrel","","D","6763.0","0.5429947812123646","","","62377.0","0.2528045716138445","","","","","",""
"1004.0","IL","Illinois","18","H4IL18109","","Rob ","Mellon","Mellon, Rob ","","D","5692.0","0.4570052187876355","","","","","","","","","",""
"1005.0","IL","Illinois","18","n/a","","","","","Party Votes:","D","12455.0","","","","","","","","","","",""
"1006.0","IL","Illinois","18","n/a","","","","","District Votes:","","94867.0","","","","246740.0","","","","","","",""
"1007.0","IL","Illinois","H","n/a","","","","","Total State Votes:","","1102931.0","","","","3568002.0","","","","","","",""
"1008.0","IL","Illinois","","n/a","","","","","","","","","","","","","","","","","",""
"1009.0","","","","n/a","","","","","","","","","","","","","","","","","",""
"1010.0","IN","Indiana","01","H4IN01012 ","(I)","Peter J.","Visclosky","Visclosky, Peter J.","","D","34446.0","1.0","","","86579.0","0.6084557919223011","","","","","W",""
"1011.0","IN","Indiana","01","n/a","","","","","Party Votes:","D","34446.0","","","","","","","","","","",""
"1012.0","IN","Indiana","01","H8IN01096","","Mark ","Leyva","Leyva, Mark ","","R","12738.0","1.0","","","51000.0","0.3584153823448799","","","","","",""
"1013.0","IN","Indiana","01","n/a","","","","","Party Votes:","R","12738.0","","","","","","","","","","",""
"1014.0","IN","Indiana","01","H4IN01152","","Donna T.","Dunn","Dunn, Donna T.","","LIB","*","","","","4714.0","0.0331288257328189","","","","","","*  The Libertarian Party nominated by convention on April 26, 2014.  Convention nominees are noted with an asterisk."
"1015.0","IN","Indiana","01","n/a","","","","","District Votes:","","47184.0","","","","142293.0","","","","","","",""
"1016.0","IN","Indiana","","n/a","","","","","","","","","","","","","","","","","",""
"1017.0","IN","Indiana","02","H0IN02190 ","(I)","Jackie","Walorski","Walorski, Jackie","","R","28641.0","1.0","","","85583.0","0.5894146005509642","","","","","W",""
"1018.0","IN","Indiana","02","n/a","","","","","Party Votes:","R","28641.0","","","","","","","","","","",""
"1019.0","IN","Indiana","02","H4IN02135 ","","Joe","Bock","Bock, Joe","","D","11103.0","0.5808831223187193","","","55590.0","0.3828512396694215","","","","","",""
"1020.0","IN","Indiana","02","H2IN02238 ","","Dan","Morrison","Morrison, Dan","","D","3540.0","0.18520456210107775","","","","","","","","","",""
"1021.0","IN","Indiana","02","H4IN02143 ","","Bob","Kern","Kern, Bob","","D","2634.0","0.13780475044470022","","","","","","","","","",""
"1022.0","IN","Indiana","02","H4IN02150","","Douglas M.","Carpenter","Carpenter, Douglas M.","","D","1837.0","0.09610756513550277","","","","","","","","","",""
"1023.0","IN","Indiana","02","n/a","","","","","Party Votes:","D","19114.0","","","","","","","","","","",""
"1024.0","IN","Indiana","02","H4IN02168","","Jeff","Petermann","Petermann, Jeff","","LIB","*","","","","4027.0","0.027734159779614326","","","","","","*  The Libertarian Party nominated by convention on April 26, 2014.  Convention nominees are noted with an asterisk."
"1025.0","IN","Indiana","02","n/a","","","","","District Votes:","","47755.0","","","","145200.0","","","","","","",""
"1026.0","IN","Indiana","","n/a","","","","","","","","","","","","","","","","","",""
"1027.0","IN","Indiana","03","H0IN03198 ","(I)","Marlin A.","Stutzman","Stutzman, Marlin A.","","R","48837.0","0.8166858977574876","","","102889.0","0.6914908631454437","","","","","W",""
